K10plus-PPN	Hebis-PPN	Umgelenkte Hebis-PPN 1	Umgelenkte Hebis-PPN 2
6001676623	459565087		
6001676631	459565117		
600167664X	459565214		
6001676658	459565222		
6001676666	459565249		
6001676674	459565257		
6001676682	459565265		
6001676690	45956529X		
6001676704	459565370		
6001676712	459565389		
6001676720	459565397		
6001676739	459565559		
6001676747	459565893		
6001676755	459565907		
6001676763	459565915		
6001676771	459565923		
600167678X	45956594X		
6001676798	459565958		
6001676801	459565990		
600167681X	459566016		
6001676828	459566024		
6001676836	459566032		
6001676844	459566040		
6001676852	459566059		
6001676860	459566067		
6001676879	459566164		
6001676887	459566245		
6001676895	459566253		
6001676909	45956627X		
6001676917	459566288		
6001676925	459566296		
6001676933	45956630X		
6001676941	459566318		
600167695X	459566326		
6001676968	459566334		
6001676976	459566342		
6001676984	459566350		
6001676992	459566369		
600167700X	459566377		
6001677018	459566385		
6001677026	459566393		
6001677034	459566407		
6001677042	459566415		
6001677050	459566423		
6001677069	459566431		
6001677077	45956644X		
6001677085	459566458		
6001677093	459566466		
6001677107	459566474		
6001677115	459566482		
6001677123	459566490		
6001677131	459566512		
600167714X	459566520		
6001677158	459566539		
6001677166	459566547		
6001677174	459566555		
6001677182	459566563		
6001677190	459566571		
6001677204	45956658X		
6001677212	459566598		
6001677220	45956661X		
6001677239	459566628		
6001677247	459566636		
6001677255	459566652		
6001677263	459566709		
6001677271	459566725		
600167728X	45956675X		
6001677298	459566776		
6001677301	459566784		
600167731X	459566806		
6001677328	45956692X		
6001677336	459566997		
6001677344	459567063		
6001677352	459567128		
6001677360	459567152		
6001677379	459567160		
6001677387	459567179		
6001677395	459567292		
6001677409	459567330		
6001677417	459567349		
6001677433	459567411		
6001677441	459567438		
600167745X	459567462		
6001677468	459567470		
6001677476	459567594		
6001677484	459567616		
6001677492	459567632		
6001677506	459567640		
6001677514	459567659		
6001677522	459567667		
6001677530	459567691		
6001677549	459567713		
6001677557	459567764		
6001677565	459567780		
6001677573	459567845		
6001677581	459567888		
600167759X	45956790X		
6001677603	459567926		
6001677611	459567942		
600167762X	459568019		
6001677638	459568086		
6001677646	459568094		
6001677654	459568116		
6001677662	459568183		
6001677670	459568205		
6001677689	459568221		
6001677697	459568248		
6001677700	459568280		
6001677719	459568299		
6001677727	459568302		
6001677735	459568310		
6001677743	459568329		
6001677751	459568337		
600167776X	459568353		
6001677778	45956840X		
6001677786	459568418		
6001677794	459568434		
6001677808	459568469		
6001677816	459568477		
6001677824	459568531		
6001677832	459568558		
6001677840	459568566		
6001677859	459568574		
6001677867	459568639		
6001677875	459568701		
6001677883	459568728		
6001677891	459568833		
6001677905	459568914		
6001677913	459568965		
6001677921	459568973		
600167793X	459569031		
6001677948	459569058		
6001677956	459569066		
6001677964	459569082		
6001677972	459569090		
6001677980	459569112		
6001677999	459569147		
6001678006	459569155		
6001678014	45956918X		
6001678022	459569244		
6001678030	459569252		
6001678049	459569309		
6001678057	459569333		
6001678065	459569341		
6001678073	45956935X		
6001678081	459569368		
600167809X	459569376		
6001678103	459569384		
6001678111	459569414		
600167812X	459569422		
6001678138	459569430		
6001678146	459569449		
6001678154	459569511		
6001678162	459569538		
6001678170	459569546		
6001678189	459569554		
6001678197	459569562		
6001678200	459569570		
6001678219	459569597		
6001678227	459569651		
6001678235	45956966X		
6001678243	459569686		
6001678251	459569708		
600167826X	459569740		
6001678278	459569775		
6001678286	459569805		
6001678294	459569813		
6001678308	459569821		
6001678316	459569848		
6001678324	459569910		
6001678332	459569937		
6001678340	459569945		
6001678359	459570021		
6001678367	459570099		
6001678375	459570102		
6001678383	459570129		
6001678391	459570161		
6001678405	459570250		
6001678413	459570277		
6001678421	459570315		
600167843X	45957034X		
6001678448	459570358		
6001678456	459570447		
6001678464	459570455		
6001678472	45957048X		
6001678480	459570498		
6001678499	459570528		
6001678502	459570536		
6001678510	459570609		
6001678529	459570625		
6001678537	459570676		
6001678545	459570757		
6001678553	459570889		
6001678561	459570897		
600167857X	459570900		
6001678588	459571044		
6001678596	459571052		
600167860X	459571117		
6001678618	459571168		
6001678626	459571230		
6001678634	45957129X		
6001678642	459571311		
6001678650	459571346		
6001678669	459571370		
6001678677	459571389		
6001678685	459571397		
6001678693	459571419		
6001678707	459571427		
6001678715	459571435		
6001678723	459571451		
6001678731	459571478		
600167874X	459571508		
6001678758	459571516		
6001678766	459571613		
6001678774	459571796		
6001678782	459571826		
6001678790	459571834		
6001678804	459571869		
6001678812	459571893		
6001678820	45957194X		
6001678839	459571966		
6001678847	459571982		
6001678855	459571990		
6001678863	459572040		
6001678871	459572059		
600167888X	459572105		
6001678898	459572121		
6001678901	459572172		
600167891X	459572237		
6001678928	459572288		
6001678936	459572407		
6001678944	459572431		
6001678952	459572504		
6001678960	459572512		
6001678979	459572598		
6001678987	459572628		
6001678995	459572695		
6001679002	459572717		
6001679010	459572725		
6001679029	459573101		
6001679037	459573209		
6001679045	459573217		
6001679053	45957342X		
6001679061	459573438		
600167907X	459573446		
6001679088	459573454		
6001679096	459573462		
600167910X	459573470		
6001679118	459573500		
6001679126	459573519		
6001679134	459573527		
6001679142	459573535		
6001679150	459573543		
6001679169	459573551		
6001679177	459573578		
6001679185	459573586		
6001679193	459573594		
6001679207	459573608		
6001679215	459573616		
6001679223	459573624		
6001679231	459573632		
600167924X	459573640		
6001679258	459573659		
6001679266	459573667		
6001679274	459573675		
6001679282	459573683		
6001679290	459573691		
6001679304	459573705		
6001679312	459573713		
6001679320	459573721		
6001679339	459573748		
6001679347	459573764		
6001679355	459573810		
6001679363	459573845		
6001679371	459573853		
600167938X	459573861		
6001679398	459573888		
6001679401	459573896		
600167941X	459573918		
6001679428	459573926		
6001679436	459573934		
6001679444	459573942		
6001679452	459573950		
6001679460	459573969		
6001679479	459573977		
6001679487	459573985		
6001679495	459573993		
6001679509	459574000		
6001679517	459574019		
6001679525	459574027		
6001679533	459574035		
6001679541	459574043		
600167955X	459574051		
6001679568	45957406X		
6001679576	459574078		
6001679584	459574086		
6001679592	459574094		
6001679606	459574108		
6001679614	459574116		
6001679622	459574124		
6001679630	459574132		
6001679649	459574140		
6001679657	459574159		
6001679665	459574167		
6001679673	459574183		
6001679681	459574191		
600167969X	459574205		
6001679703	459574213		
6001679711	459574221		
600167972X	45957423X		
6001679738	459574248		
6001679746	459574256		
6001679754	459574264		
6001679762	459574272		
6001679770	459574280		
6001679789	459574299		
6001679797	459574302		
6001679800	459574310		
6001679819	459574329		
6001679827	459574337		
6001679835	459574345		
6001679843	459574353		
6001679851	459574361		
600167986X	45957437X		
6001679878	459574388		
6001679886	459574396		
6001679894	45957440X		
6001679908	459574418		
6001679916	459574426		
6001679924	459574434		
6001679932	459574442		
6001679940	459574450		
6001679959	459574469		
6001679967	459574477		
6001679975	459574493		
6001679983	459574507		
6001679991	459574515		
6001680000	459574523		
6001680019	459574531		
6001680027	45957454X		
6001680035	459574558		
6001680043	459574566		
6001680051	459574574		
600168006X	459574582		
6001680078	459574590		
6001680086	459574604		
6001680094	459574612		
6001680108	459574620		
6001680116	459574639		
6001680124	459574647		
6001680132	459574655		
6001680140	459574663		
6001680159	459574671		
6001680167	45957468X		
6001680175	459574698		
6001680183	459574701		
6001680191	45957471X		
6001680205	459574728		
6001680213	459574736		
6001680221	459574744		
600168023X	459574752		
6001680248	459574760		
6001680256	459574779		
6001680264	459574787		
6001680272	459574795		
6001680280	459574809		
6001680299	459574817		
6001680302	459574825		
6001680310	459574833		
6001680329	459574841		
6001680337	45957485X		
6001680345	459574868		
6001680353	459574876		
6001680361	459574884		
600168037X	459574892		
6001680388	459574906		
6001680396	459574914		
600168040X	459574922		
6001680418	459574930		
6001680426	459574949		
6001680434	459574957		
6001680442	459574965		
6001680450	459574973		
6001680469	459574981		
6001680477	45957499X		
6001680485	459575007		
6001680493	459575015		
6001680507	459575023		
6001680515	459575031		
6001680523	45957504X		
6001680531	459575058		
600168054X	459575066		
6001680558	459575074		
6001680566	459575082		
6001680574	459575090		
6001680582	459575104		
6001680590	459575112		
6001680604	459575120		
6001680612	459575147		
6001680620	459575155		
6001680639	459575163		
6001680647	459575198		
6001680655	459575201		
6001680663	45957521X		
6001680671	459575228		
600168068X	459575236		
6001680698	459575244		
6001680701	459575252		
600168071X	459575260		
6001680728	459575279		
6001680736	459575287		
6001680744	459575295		
6001680752	459575309		
6001680760	459575317		
6001680779	459575325		
6001680787	459575333		
6001680795	459575341		
6001680809	45957535X		
6001680817	459575368		
6001680825	459575376		
6001680833	459575384		
6001680841	459575392		
600168085X	459575414		
6001680868	459575430		
6001680876	459575449		
6001680884	459575457		
6001680892	459575465		
6001680906	459575473		
6001680914	459575481		
6001680922	45957549X		
6001680930	459575503		
6001680949	459575511		
6001680957	45957552X		
6001680965	459575538		
6001680973	459575546		
6001680981	459575570		
600168099X	459575589		
6001681007	459575597		
6001681015	459575600		
6001681023	459575619		
6001681031	459575627		
600168104X	459575635		
6001681058	459575643		
6001681066	459575651		
6001681074	45957566X		
6001681082	459575678		
6001681090	459575686		
6001681104	459575694		
6001681112	459575708		
6001681120	459575716		
6001681139	459575724		
6001681147	459575732		
6001681155	459575740		
6001681163	459575759		
6001681171	459575767		
600168118X	459575775		
6001681198	459575783		
6001681201	459575791		
600168121X	459575805		
6001681228	459575813		
6001681236	459575821		
6001681244	45957583X		
6001681252	459575848		
6001681260	459575856		
6001681279	459575864		
6001681287	459575880		
6001681295	459575899		
6001681309	459575902		
6001681317	459575910		
6001681325	459575937		
6001681333	459575945		
6001681341	459575953		
600168135X	459575961		
6001681368	45957597X		
6001681376	459575988		
6001681384	459575996		
6001681392	459576003		
6001681406	459576011		
6001681414	45957602X		
6001681422	459576038		
6001681430	459576046		
6001681449	459576054		
6001681457	459576062		
6001681465	459576070		
6001681473	459576089		
6001681481	459576097		
600168149X	459576100		
6001681503	459576119		
6001681511	459576127		
600168152X	459576135		
6001681538	459576143		
6001681546	459576151		
6001681554	45957616X		
6001681562	459576178		
6001681570	459576186		
6001681589	459576194		
6001681597	459576208		
6001681600	459576216		
6001681619	459576224		
6001681627	459576240		
6001681635	459576259		
6001681643	459576267		
6001681651	459576275		
600168166X	459576283		
6001681678	459576291		
6001681686	459576305		
6001681694	459576313		
6001681708	459576321		
6001681716	45957633X		
6001681724	459576356		
6001681732	459576364		
6001681740	459576372		
6001681759	459576380		
6001681767	459576399		
6001681775	459576402		
6001681783	459576410		
6001681791	459576429		
6001681805	459576437		
6001681813	459576445		
6001681821	459576453		
600168183X	459576461		
6001681848	45957647X		
6001681856	459576488		
6001681864	459576496		
6001681872	459576518		
6001681880	459576526		
6001681899	459576534		
6001681902	459576542		
6001681910	459576550		
6001681929	459576569		
6001681937	459576577		
6001681945	459576585		
6001681953	459576593		
6001681961	459576607		
600168197X	459576615		
6001681988	459576623		
6001681996	459576631		
6001682003	45957664X		
6001682011	459576658		
600168202X	459576666		
6001682038	459576674		
6001682046	459576682		
6001682054	459576690		
6001682062	459576704		
6001682070	459576712		
6001682089	459576720		
6001682097	459576739		
6001682100	459576747		
6001682119	459576755		
6001682127	459576763		
6001682135	459576771		
6001682143	45957678X		
6001682151	459576798		
600168216X	459576801		
6001682178	45957681X		
6001682186	459576828		
6001682194	459576836		
6001682208	459576844		
6001682216	459576852		
6001682224	459576860		
6001682232	459576879		
6001682240	459576887		
6001682259	459576895		
6001682267	459576909		
6001682275	459576917		
6001682283	459576925		
6001682291	459576933		
6001682305	459576941		
6001682313	45957695X		
6001682321	459576968		
600168233X	459576976		
6001682348	459576984		
6001682356	459576992		
6001682364	45957700X		
6001682372	459577018		
